id,name,x,y
391,"Cincinnati-Wilmington-Maysville, OH-KY-IN   (OH Part)",-84.1840173969799,39.2345818602005
392,"Cleveland-Akron-Canton, OH",-81.5498345355029,41.3931555488332
393,"Columbus-Marion-Zanesville, OH",-82.7711642328054,39.9825879703574
394,"Dayton-Springfield-Sidney, OH",-84.1446253945064,40.0074063939817
399,Remainder of Ohio,-82.7872509975438,40.3765384006226
401,"Oklahoma City-Shawnee, OK",-97.4349026560826,35.4021628626865
402,"Tulsa-Muskogee-Bartlesville, OK",-95.9697483833832,36.1802706647924
409,Remainder of Oklahoma,-97.7563271617037,35.5114817260492
411,"Portland-Vancouver-Salem, OR-WA   (OR Part)",-122.749694555586,45.0161554472217
419,Remainder of Oregon,-120.374022474233,43.824435627775
421,"Philadelphia-Reading-Camden, PA-NJ-DE-MD   (PA Part)",-75.5577223027186,40.2083619444049
422,"Pittsburgh-New Castle-Weirton, PA-OH-WV   (PA Part)",-79.7640191461537,40.4971105568283
423,"New York-Newark, NY-NJ-CT-PA   (PA Part)",-75.3587614673755,40.9855558819557
429,Remainder of Pennsylvania,-77.8423129375029,41.0277217202101
441,"Boston-Worcester-Providence, MA-RI-NH-CT   (RI Part)",-71.5247424747993,41.5946290846102
451,"Charleston-North Charleston-Summerville, SC",-80.0105863310329,33.0165093634332
452,"Greenville-Spartanburg-Anderson, SC",-82.2932038084043,34.6713937136066
459,Remainder of South Carolina,-80.5902204777292,33.7789325490509
460,Remainder of South Dakota,-100.230461054875,44.4361365515009
471,"Memphis, TN-MS-AR   (TN Part)",-89.6898000803824,35.2642879213265
472,"Nashville-Davidson-Murfreesboro, TN",-86.7627690068944,35.9568853325604
473,"Knoxville-Morristown-Sevierville, TN",-83.9085002138877,36.0108645754563
479,Remainder of Tennessee,-86.4472106105544,35.819484477913
481,"Austin-Round Rock, TX",-97.6544465880037,30.2626091905975
482,"Beaumont-Port Arthur, TX",-94.0718208316599,30.2778468577095
483,"Corpus Christi-Kingsville-Alice, TX",-97.6146772422241,27.4937830708395
484,"Dallas-Fort Worth, TX-OK   (TX Part)",-96.9099441516393,32.840433522107
485,"El Paso-Las Cruces, TX-NM   (TX Part)",-105.541003107037,31.5130796614502
486,"Houston-The Woodlands, TX",-95.540059886352,29.750317612056
487,"Laredo, TX",-99.331565289626,27.7610624252525
488,"San Antonio-New Braunfels, TX",-98.6022636038595,29.4287640106908
489,Remainder of Texas,-99.7726501929242,31.7394176594331
491,"Salt Lake City-Provo-Orem, UT",-112.561351909324,40.6936220796352
499,Remainder of Utah,-111.291267798576,38.7235675933419
500,Remainder of Vermont,-72.6625328025942,44.0752885431622
511,"Richmond, VA",-77.4731566655449,37.4618573780982
512,"Virginia Beach-Norfolk, VA-NC   (VA Part)",-76.4139147147045,36.9874425194509
513,"Washington-Arlington-Alexandria, DC-VA-MD-WV   (VA Part)",-77.7138455409891,38.7089428435605
519,Remainder of Virginia,-79.1809245550188,37.4234541463243
531,"Seattle-Tacoma, WA",-122.173152980565,47.4932734405155
532,"Portland-Vancouver-Salem, OR-WA   (WA Part)",-122.276228878849,46.0342766749519
539,Remainder of Washington,-120.090681167853,47.4780288551642
540,Remainder of West Virginia,-80.6137065503761,38.6425674763643
551,"Milwaukee-Racine-Waukesha, WI",-88.079639854469,43.0980330667285
559,Remainder of Wisconsin,-89.9003851121194,44.7961168895403
560,Remainder of Wyoming,-107.551451464857,42.9996265904486
